run,variant,candidates,long_only,pyramiding,seed,total_return,sharpe,max_drawdown,n_trades,win_rate
leaderboard_rules,long_univ,all 50,True,False,92,0.0609,1.5986,-0.0414,30,0.4
leaderboard_rules,long_univ,all 50,True,False,93,0.0355,1.1082,-0.0383,25,0.6
leaderboard_rules,long_univ,all 50,True,False,94,0.0191,0.7952,-0.0338,26,0.5769
leaderboard_rules,long_univ,all 50,True,False,95,0.0224,0.7787,-0.068,30,0.4667
leaderboard_rules,long_univ,all 50,True,False,96,0.0453,1.3819,-0.0403,21,0.619
leaderboard_rules,long_univ,all 50,True,False,97,0.0387,1.0017,-0.0594,26,0.5385
leaderboard_rules,long_univ,all 50,True,False,98,0.0793,2.3466,-0.0324,29,0.5862
leaderboard_rules,long_univ,all 50,True,False,99,0.1311,3.6135,-0.0307,25,0.56
leaderboard_rules,long_univ,all 50,True,False,100,-0.0176,-0.4657,-0.0753,21,0.5714
leaderboard_rules,long_univ,all 50,True,False,101,-0.0313,-0.8569,-0.0583,34,0.4412
leaderboard_rules,long_univ,all 50,True,False,102,0.1157,2.6899,-0.0392,27,0.5556
leaderboard_rules,long_univ,all 50,True,False,103,0.0982,2.9754,-0.0398,29,0.6552
leaderboard_rules,long_univ,all 50,True,False,104,0.0573,2.4045,-0.0254,24,0.6667
leaderboard_rules,long_univ,all 50,True,False,105,0.0453,1.5959,-0.0251,26,0.5
leaderboard_rules,long_univ,all 50,True,False,106,-0.0257,-0.7234,-0.0485,21,0.4762
leaderboard_rules,long_univ,all 50,True,False,107,0.0274,0.9711,-0.0311,23,0.5217
leaderboard_rules,long_univ,all 50,True,False,108,0.066,2.883,-0.0192,26,0.4615
leaderboard_rules,long_univ,all 50,True,False,109,-0.028,-1.31,-0.0431,29,0.4483
leaderboard_rules,long_univ,all 50,True,False,110,0.0605,2.1669,-0.034,33,0.6364
leaderboard_rules,long_univ,all 50,True,False,111,0.0146,0.4706,-0.0511,27,0.4815
leaderboard_rules,long_univ,all 50,True,False,112,0.0195,0.7189,-0.0279,30,0.4333
leaderboard_rules,long_univ,all 50,True,False,113,0.0233,0.7854,-0.0534,31,0.4839
leaderboard_rules,long_univ,all 50,True,False,114,0.0634,1.8435,-0.0506,30,0.6
leaderboard_rules,long_univ,all 50,True,False,115,-0.0396,-1.683,-0.0527,33,0.5152
leaderboard_rules,long_univ,all 50,True,False,116,-0.0007,0.0348,-0.0593,34,0.5294
leaderboard_rules,long_univ,all 50,True,False,117,0.0192,0.6157,-0.0428,34,0.4118
leaderboard_rules,long_univ,all 50,True,False,118,-0.0069,-0.1402,-0.0758,25,0.4
leaderboard_rules,long_univ,all 50,True,False,119,0.0188,0.7233,-0.0383,26,0.5769
leaderboard_rules,long_univ,all 50,True,False,120,0.0287,1.0341,-0.0406,36,0.5833
leaderboard_rules,long_univ,all 50,True,False,121,0.0977,3.2,-0.036,26,0.5385
leaderboard_rules,long_univ,all 50,True,False,122,0.0552,2.619,-0.0182,27,0.4815
leaderboard_rules,long_univ,all 50,True,False,123,0.0226,1.0444,-0.0287,25,0.52
leaderboard_rules,long_univ,all 50,True,False,124,0.1314,4.4648,-0.0272,28,0.6429
leaderboard_rules,long_univ,all 50,True,False,125,-0.0121,-0.4131,-0.0575,24,0.3333
leaderboard_rules,long_univ,all 50,True,False,126,0.0077,0.2928,-0.0544,27,0.5185
leaderboard_rules,long_univ,all 50,True,False,127,-0.024,-0.7785,-0.0418,31,0.5161
leaderboard_rules,long_univ,all 50,True,False,128,-0.0109,-0.2345,-0.0777,27,0.4815
leaderboard_rules,long_univ,all 50,True,False,129,0.0813,2.8993,-0.0374,31,0.5161
leaderboard_rules,long_univ,all 50,True,False,130,0.1145,2.9025,-0.034,30,0.5333
leaderboard_rules,long_univ,all 50,True,False,131,-0.007,-0.245,-0.0356,24,0.4583
leaderboard_rules,long_univ,all 50,True,False,132,0.1015,2.7069,-0.0487,23,0.5652
leaderboard_rules,long_univ,all 50,True,False,133,0.011,0.3681,-0.0981,19,0.4211
leaderboard_rules,long_univ,all 50,True,False,134,0.0239,0.8147,-0.0384,26,0.4615
leaderboard_rules,long_univ,all 50,True,False,135,-0.0064,-0.1669,-0.0511,30,0.4333
leaderboard_rules,long_univ,all 50,True,False,136,0.0437,1.3119,-0.0645,27,0.4444
leaderboard_rules,long_univ,all 50,True,False,137,0.0097,0.3797,-0.0541,29,0.5172
leaderboard_rules,long_univ,all 50,True,False,138,-0.001,0.0214,-0.0465,27,0.2963
leaderboard_rules,long_univ,all 50,True,False,139,0.0585,1.5792,-0.0488,28,0.6071
leaderboard_rules,long_univ,all 50,True,False,140,0.0254,0.9405,-0.0362,29,0.3793
leaderboard_rules,long_univ,all 50,True,False,141,0.0323,1.0549,-0.0472,32,0.5312
leaderboard_rules,long_univ,all 50,True,False,142,0.0591,1.9181,-0.0342,23,0.4783
leaderboard_rules,long_univ,all 50,True,False,143,0.0668,2.5989,-0.0292,26,0.4615
leaderboard_rules,long_univ,all 50,True,False,144,0.026,0.901,-0.0394,22,0.6364
leaderboard_rules,long_univ,all 50,True,False,145,-0.0472,-1.9961,-0.0645,31,0.4516
leaderboard_rules,long_univ,all 50,True,False,146,-0.0477,-1.8963,-0.0721,35,0.4286
leaderboard_rules,long_univ,all 50,True,False,147,-0.0244,-0.9037,-0.0513,25,0.36
leaderboard_rules,long_univ,all 50,True,False,148,-0.0443,-1.7133,-0.0571,27,0.4444
leaderboard_rules,long_univ,all 50,True,False,149,0.0104,0.3957,-0.0544,35,0.6571
leaderboard_rules,long_univ,all 50,True,False,150,0.0396,1.0387,-0.0534,29,0.4483
leaderboard_rules,long_univ,all 50,True,False,151,0.0448,1.3814,-0.0487,35,0.6286
leaderboard_rules,long_univ,all 50,True,False,152,0.0467,1.6517,-0.0254,27,0.5185
leaderboard_rules,long_univ,all 50,True,False,153,-0.0137,-0.3153,-0.0583,28,0.4286
leaderboard_rules,long_univ,all 50,True,False,154,0.074,3.6723,-0.0144,26,0.5769
leaderboard_rules,long_univ,all 50,True,False,155,-0.0392,-1.4115,-0.0665,27,0.5556
leaderboard_rules,long_univ,all 50,True,False,156,0.0394,1.6067,-0.0283,36,0.5556
leaderboard_rules,long_univ,all 50,True,False,157,0.01,0.3072,-0.0723,27,0.3704
leaderboard_rules,long_univ,all 50,True,False,158,0.1046,2.5947,-0.0338,22,0.5455
leaderboard_rules,long_univ,all 50,True,False,159,0.0719,1.8451,-0.0494,22,0.6364
leaderboard_rules,long_univ,all 50,True,False,160,0.0556,1.5497,-0.0368,28,0.5
leaderboard_rules,long_univ,all 50,True,False,161,-0.0819,-3.0829,-0.092,17,0.2353
leaderboard_rules,long_univ,all 50,True,False,162,0.1343,3.3603,-0.0367,30,0.6333
leaderboard_rules,long_univ,all 50,True,False,163,0.0146,0.5229,-0.036,23,0.4348
leaderboard_rules,long_univ,all 50,True,False,164,0.0052,0.2348,-0.0437,29,0.4483
leaderboard_rules,long_univ,all 50,True,False,165,0.0334,0.9835,-0.0396,32,0.4375
leaderboard_rules,long_univ,all 50,True,False,166,0.0466,1.6797,-0.036,30,0.5667
leaderboard_rules,long_univ,all 50,True,False,167,0.0873,2.3535,-0.0517,23,0.5652
leaderboard_rules,long_univ,all 50,True,False,168,-0.085,-3.2244,-0.1151,28,0.3214
leaderboard_rules,long_univ,all 50,True,False,169,0.055,1.9763,-0.0453,27,0.5556
leaderboard_rules,long_univ,all 50,True,False,170,0.0514,1.8199,-0.0302,25,0.48
leaderboard_rules,long_univ,all 50,True,False,171,-0.036,-0.9199,-0.0874,33,0.3939
leaderboard_rules,long_univ,all 50,True,False,172,0.1229,4.6354,-0.0225,27,0.7407
leaderboard_rules,long_univ,all 50,True,False,173,-0.0521,-1.8881,-0.0613,29,0.3793
leaderboard_rules,long_univ,all 50,True,False,174,0.043,1.1239,-0.045,25,0.52
leaderboard_rules,long_univ,all 50,True,False,175,0.0753,2.5754,-0.0259,26,0.5385
leaderboard_rules,long_univ,all 50,True,False,176,0.0171,0.5818,-0.066,25,0.4
leaderboard_rules,long_univ,all 50,True,False,177,0.0716,1.7742,-0.0586,36,0.4722
leaderboard_rules,long_univ,all 50,True,False,178,-0.0448,-1.3484,-0.0896,28,0.4286
leaderboard_rules,long_univ,all 50,True,False,179,0.049,1.3069,-0.0596,29,0.5172
leaderboard_rules,long_univ,all 50,True,False,180,-0.0077,-0.2812,-0.0523,26,0.3846
leaderboard_rules,long_univ,all 50,True,False,181,-0.0756,-3.021,-0.0844,23,0.3478
leaderboard_rules,long_univ,all 50,True,False,182,0.0086,0.3379,-0.0532,30,0.6667
leaderboard_rules,long_univ,all 50,True,False,183,0.1195,4.1023,-0.0381,24,0.6667
leaderboard_rules,long_univ,all 50,True,False,184,-0.028,-0.5478,-0.0901,33,0.4545
leaderboard_rules,long_univ,all 50,True,False,185,0.1024,2.7507,-0.0557,30,0.6
leaderboard_rules,long_univ,all 50,True,False,186,0.0459,1.7065,-0.0406,27,0.5185
leaderboard_rules,long_univ,all 50,True,False,187,0.027,1.0274,-0.0291,23,0.5217
leaderboard_rules,long_univ,all 50,True,False,188,-0.0302,-1.3476,-0.054,24,0.5
leaderboard_rules,long_univ,all 50,True,False,189,0.0705,2.5441,-0.0411,28,0.5714
leaderboard_rules,long_univ,all 50,True,False,190,-0.0533,-2.0895,-0.0801,24,0.3333
leaderboard_rules,long_univ,all 50,True,False,191,0.0891,2.5883,-0.0332,25,0.56
leaderboard_rules,long_univ,all 50,True,False,192,0.112,2.129,-0.0516,30,0.4333
leaderboard_rules,long_univ,all 50,True,False,193,0.0148,0.5507,-0.0433,27,0.4815
leaderboard_rules,long_univ,all 50,True,False,194,0.013,0.5011,-0.0361,27,0.4074
leaderboard_rules,long_univ,all 50,True,False,195,0.0203,0.8335,-0.0429,33,0.5455
leaderboard_rules,long_univ,all 50,True,False,196,-0.0844,-3.1949,-0.0844,31,0.3226
leaderboard_rules,long_univ,all 50,True,False,197,0.0742,2.7729,-0.0229,23,0.5217
leaderboard_rules,long_univ,all 50,True,False,198,0.0797,2.6031,-0.0412,26,0.6538
leaderboard_rules,long_univ,all 50,True,False,199,-0.0237,-0.6123,-0.0471,31,0.3871
leaderboard_rules,long_univ,all 50,True,False,200,0.0314,1.3014,-0.0341,25,0.68
leaderboard_rules,long_univ,all 50,True,False,201,-0.0161,-0.6995,-0.0456,26,0.4615
leaderboard_rules,long_univ,all 50,True,False,202,0.1042,2.8474,-0.0428,29,0.5862
leaderboard_rules,long_univ,all 50,True,False,203,0.0206,0.6266,-0.0404,33,0.4545
leaderboard_rules,long_univ,all 50,True,False,204,0.0352,1.1493,-0.0443,24,0.4583
leaderboard_rules,long_univ,all 50,True,False,205,0.1403,3.2105,-0.0373,27,0.5926
leaderboard_rules,long_univ,all 50,True,False,206,-0.0186,-0.5611,-0.0695,30,0.4667
leaderboard_rules,long_univ,all 50,True,False,207,-0.0843,-2.3103,-0.1435,28,0.3571
leaderboard_rules,long_univ,all 50,True,False,208,-0.0505,-1.382,-0.0794,23,0.3478
leaderboard_rules,long_univ,all 50,True,False,209,-0.0988,-3.2567,-0.1192,31,0.3871
leaderboard_rules,long_univ,all 50,True,False,210,0.0759,2.0044,-0.0381,27,0.5556
leaderboard_rules,long_univ,all 50,True,False,211,-0.0201,-0.4554,-0.0923,29,0.4483
leaderboard_rules,long_univ,all 50,True,False,212,0.0116,0.4078,-0.0599,27,0.4444
leaderboard_rules,long_univ,all 50,True,False,213,0.005,0.2261,-0.0745,27,0.4815
leaderboard_rules,long_univ,all 50,True,False,214,0.1727,3.4744,-0.0288,24,0.5833
leaderboard_rules,long_univ,all 50,True,False,215,0.0095,0.4607,-0.0225,24,0.4583
leaderboard_rules,long_univ,all 50,True,False,216,-0.027,-1.0146,-0.0614,28,0.3214
leaderboard_rules,long_univ,all 50,True,False,217,-0.053,-2.3655,-0.0698,24,0.375
leaderboard_rules,long_univ,all 50,True,False,218,-0.0792,-2.6161,-0.0974,30,0.3333
leaderboard_rules,long_univ,all 50,True,False,219,0.1222,2.8518,-0.0486,29,0.5517
leaderboard_rules,long_univ,all 50,True,False,220,0.0723,1.9503,-0.063,31,0.6452
leaderboard_rules,long_univ,all 50,True,False,221,-0.0645,-3.1549,-0.0679,29,0.3103
leaderboard_rules,long_univ,all 50,True,False,222,0.0233,0.6987,-0.0414,20,0.4
leaderboard_rules,long_univ,all 50,True,False,223,-0.0724,-3.0513,-0.0972,31,0.4516
leaderboard_rules,long_univ,all 50,True,False,224,0.0398,1.0354,-0.0582,26,0.5385
leaderboard_rules,long_univ,all 50,True,False,225,0.0249,0.847,-0.0413,23,0.6087
leaderboard_rules,long_univ,all 50,True,False,226,-0.0025,-0.0347,-0.0331,24,0.5833
leaderboard_rules,long_univ,all 50,True,False,227,-0.0249,-0.9188,-0.0704,27,0.4815
leaderboard_rules,long_univ,all 50,True,False,228,0.0117,0.3936,-0.0808,29,0.5517
leaderboard_rules,long_univ,all 50,True,False,229,0.0169,0.5932,-0.0685,26,0.6538
leaderboard_rules,long_univ,all 50,True,False,230,0.0957,3.4107,-0.0233,23,0.5217
leaderboard_rules,long_univ,all 50,True,False,231,-0.0569,-1.7247,-0.0741,30,0.5
leaderboard_rules,long_univ,all 50,True,False,232,-0.0371,-0.9596,-0.0868,26,0.4231
leaderboard_rules,long_univ,all 50,True,False,233,-0.0944,-2.9547,-0.1158,27,0.3333
leaderboard_rules,long_univ,all 50,True,False,234,0.1377,3.2089,-0.0362,29,0.5862
leaderboard_rules,long_univ,all 50,True,False,235,0.0316,1.0936,-0.0565,24,0.5833
leaderboard_rules,long_univ,all 50,True,False,236,-0.0027,-0.0116,-0.0661,30,0.5
leaderboard_rules,long_univ,all 50,True,False,237,0.121,3.5736,-0.0303,20,0.65
leaderboard_rules,long_univ,all 50,True,False,238,0.0185,0.6157,-0.0454,27,0.4074
leaderboard_rules,long_univ,all 50,True,False,239,0.085,2.319,-0.0316,27,0.4815
leaderboard_rules,long_univ,all 50,True,False,240,0.0084,0.3618,-0.0575,27,0.5185
leaderboard_rules,long_univ,all 50,True,False,241,-0.0275,-0.8788,-0.0414,31,0.4194
leaderboard_rules,long_univ,all 50,True,False,242,0.0453,1.4142,-0.0426,32,0.5312
leaderboard_rules,long_univ,all 50,True,False,243,0.0297,0.9048,-0.0569,34,0.5294
leaderboard_rules,long_univ,all 50,True,False,244,-0.046,-1.5965,-0.0826,25,0.48
leaderboard_rules,long_univ,all 50,True,False,245,-0.043,-1.4755,-0.0594,26,0.3077
leaderboard_rules,long_univ,all 50,True,False,246,-0.0126,-0.4254,-0.0446,30,0.5
leaderboard_rules,long_univ,all 50,True,False,247,-0.0243,-1.1365,-0.0638,29,0.4828
leaderboard_rules,long_univ,all 50,True,False,248,-0.1162,-4.9472,-0.1173,31,0.4516
leaderboard_rules,long_univ,all 50,True,False,249,-0.0373,-1.3364,-0.0495,25,0.28
leaderboard_rules,long_univ,all 50,True,False,250,0.093,3.1364,-0.0229,26,0.6154
leaderboard_rules,long_univ,all 50,True,False,251,-0.0312,-1.129,-0.0581,22,0.4545
leaderboard_rules,long_univ,all 50,True,False,252,-0.0824,-2.7441,-0.0912,26,0.3846
leaderboard_rules,long_univ,all 50,True,False,253,0.087,1.9452,-0.0446,28,0.5
leaderboard_rules,long_univ,all 50,True,False,254,-0.0184,-0.4855,-0.0756,28,0.3571
leaderboard_rules,long_univ,all 50,True,False,255,0.0411,1.4042,-0.0571,23,0.3913
leaderboard_rules,long_univ,all 50,True,False,256,-0.0267,-0.8983,-0.0354,22,0.3636
leaderboard_rules,long_univ,all 50,True,False,257,0.0045,0.2176,-0.0585,31,0.4839
leaderboard_rules,long_univ,all 50,True,False,258,0.0879,2.4466,-0.0363,31,0.4516
leaderboard_rules,long_univ,all 50,True,False,259,0.0008,0.0876,-0.0532,21,0.4762
leaderboard_rules,long_univ,all 50,True,False,260,0.0766,2.3442,-0.0262,27,0.6296
leaderboard_rules,long_univ,all 50,True,False,261,-0.0462,-1.6138,-0.0605,28,0.3929
leaderboard_rules,long_univ,all 50,True,False,262,0.0692,3.2176,-0.0235,25,0.6
leaderboard_rules,long_univ,all 50,True,False,263,0.0112,0.5276,-0.0425,32,0.5
leaderboard_rules,long_univ,all 50,True,False,264,-0.0452,-1.6305,-0.0654,36,0.3889
leaderboard_rules,long_univ,all 50,True,False,265,0.0853,2.5123,-0.0358,26,0.6923
leaderboard_rules,long_univ,all 50,True,False,266,-0.0291,-0.9033,-0.0413,31,0.4516
leaderboard_rules,long_univ,all 50,True,False,267,0.0577,1.7034,-0.0484,28,0.5
leaderboard_rules,long_univ,all 50,True,False,268,0.0882,2.4594,-0.0516,25,0.6
leaderboard_rules,long_univ,all 50,True,False,269,0.0516,1.4649,-0.065,26,0.5769
leaderboard_rules,long_univ,all 50,True,False,270,0.0804,2.5165,-0.0333,31,0.4516
leaderboard_rules,long_univ,all 50,True,False,271,0.0177,0.5873,-0.0577,31,0.5484
leaderboard_rules,long_univ,all 50,True,False,272,-0.0423,-1.3751,-0.0728,26,0.3462
leaderboard_rules,long_univ,all 50,True,False,273,-0.0641,-1.8427,-0.0643,29,0.3793
leaderboard_rules,long_univ,all 50,True,False,274,-0.0453,-1.9171,-0.0921,21,0.381
leaderboard_rules,long_univ,all 50,True,False,275,0.1483,3.7641,-0.0379,30,0.5667
leaderboard_rules,long_univ,all 50,True,False,276,-0.0569,-2.0816,-0.0671,30,0.4667
leaderboard_rules,long_univ,all 50,True,False,277,-0.013,-0.2755,-0.0573,25,0.24
leaderboard_rules,long_univ,all 50,True,False,278,0.0431,1.5676,-0.0363,24,0.625
leaderboard_rules,long_univ,all 50,True,False,279,-0.087,-2.9406,-0.0925,28,0.3571
leaderboard_rules,long_univ,all 50,True,False,280,-0.0209,-1.0832,-0.0361,24,0.4583
leaderboard_rules,long_univ,all 50,True,False,281,0.1395,3.1143,-0.0463,28,0.7143
leaderboard_rules,long_univ,all 50,True,False,282,-0.0667,-2.0447,-0.0812,28,0.3571
leaderboard_rules,long_univ,all 50,True,False,283,0.0351,1.6823,-0.029,29,0.5862
leaderboard_rules,long_univ,all 50,True,False,284,0.0894,2.8337,-0.035,24,0.625
leaderboard_rules,long_univ,all 50,True,False,285,-0.0194,-0.6678,-0.0451,33,0.4545
leaderboard_rules,long_univ,all 50,True,False,286,-0.0421,-1.0792,-0.0859,36,0.5
leaderboard_rules,long_univ,all 50,True,False,287,-0.0575,-2.6813,-0.0719,24,0.4167
leaderboard_rules,long_univ,all 50,True,False,288,-0.091,-2.4645,-0.091,27,0.3333
leaderboard_rules,long_univ,all 50,True,False,289,-0.0689,-2.584,-0.0843,24,0.375
leaderboard_rules,long_univ,all 50,True,False,290,0.0914,2.3147,-0.0562,24,0.5417
leaderboard_rules,long_univ,all 50,True,False,291,-0.0364,-1.3965,-0.0611,30,0.4333
leaderboard_rules,long_univ,all 50,True,False,292,0.1021,2.4595,-0.037,26,0.5385
leaderboard_rules,long_univ,all 50,True,False,293,-0.0672,-2.1772,-0.096,30,0.3333
leaderboard_rules,long_univ,all 50,True,False,294,-0.0403,-1.2969,-0.0791,29,0.4138
leaderboard_rules,long_univ,all 50,True,False,295,0.0714,2.0976,-0.032,32,0.4375
leaderboard_rules,long_univ,all 50,True,False,296,-0.0127,-0.3567,-0.0525,30,0.5
leaderboard_rules,long_univ,all 50,True,False,297,0.0252,1.065,-0.0328,31,0.4839
leaderboard_rules,long_univ,all 50,True,False,298,-0.0157,-0.4375,-0.0632,31,0.5161
leaderboard_rules,long_univ,all 50,True,False,299,-0.0364,-0.9295,-0.0856,25,0.44
leaderboard_rules,long_univ,all 50,True,False,300,-0.0296,-0.903,-0.0664,31,0.3548
leaderboard_rules,long_univ,all 50,True,False,301,0.1202,3.0588,-0.0403,30,0.5333
leaderboard_rules,long_univ,all 50,True,False,302,0.0128,0.7356,-0.0342,24,0.5833
leaderboard_rules,long_univ,all 50,True,False,303,-0.0664,-2.6781,-0.0831,28,0.3929
leaderboard_rules,long_univ,all 50,True,False,304,-0.0046,-0.1276,-0.0436,34,0.4412
leaderboard_rules,long_univ,all 50,True,False,305,-0.029,-1.241,-0.0478,22,0.3182
leaderboard_rules,long_univ,all 50,True,False,306,0.061,1.6662,-0.0499,24,0.5417
leaderboard_rules,long_univ,all 50,True,False,307,0.0095,0.3421,-0.0839,31,0.4516
leaderboard_rules,long_univ,all 50,True,False,308,-0.0016,0.0555,-0.092,25,0.48
leaderboard_rules,long_univ,all 50,True,False,309,-0.0723,-3.5795,-0.0838,29,0.3103
leaderboard_rules,long_univ,all 50,True,False,310,0.0629,1.6982,-0.05,24,0.4583
leaderboard_rules,long_univ,all 50,True,False,311,-0.0324,-0.5473,-0.0987,30,0.3333
leaderboard_rules,long_univ,all 50,True,False,312,0.0507,1.5324,-0.0575,29,0.5517
leaderboard_rules,long_univ,all 50,True,False,313,-0.0358,-1.0052,-0.1176,24,0.3333
leaderboard_rules,long_univ,all 50,True,False,314,0.0339,1.1051,-0.0406,24,0.5833
leaderboard_rules,long_univ,all 50,True,False,315,0.1012,2.2988,-0.0326,23,0.5217
leaderboard_rules,long_univ,all 50,True,False,316,0.06,2.2448,-0.0435,22,0.5909
leaderboard_rules,long_univ,all 50,True,False,317,-0.0461,-1.4784,-0.1021,25,0.44
leaderboard_rules,long_univ,all 50,True,False,318,0.0055,0.2719,-0.0415,29,0.4828
leaderboard_rules,long_univ,all 50,True,False,319,0.1006,2.7589,-0.0556,24,0.5417
leaderboard_rules,long_univ,all 50,True,False,320,0.0659,1.9372,-0.0332,28,0.5357
leaderboard_rules,long_univ,all 50,True,False,321,-0.0481,-1.5098,-0.0806,29,0.2759
leaderboard_rules,long_univ,all 50,True,False,322,0.0609,1.8741,-0.0356,28,0.3214
leaderboard_rules,long_univ,all 50,True,False,323,0.0295,0.9216,-0.066,30,0.4333
leaderboard_rules,long_univ,all 50,True,False,324,0.0343,1.1138,-0.0329,33,0.4848
leaderboard_rules,long_univ,all 50,True,False,325,-0.0091,-0.2381,-0.064,26,0.5769
leaderboard_rules,long_univ,all 50,True,False,326,-0.0469,-1.4061,-0.0749,30,0.5333
leaderboard_rules,long_univ,all 50,True,False,327,-0.0468,-1.7716,-0.058,29,0.4138
leaderboard_rules,long_univ,all 50,True,False,328,0.0134,0.5351,-0.0573,28,0.5
leaderboard_rules,long_univ,all 50,True,False,329,0.0241,0.8964,-0.072,31,0.5484
leaderboard_rules,long_univ,all 50,True,False,330,0.021,0.8525,-0.0479,28,0.3929
leaderboard_rules,long_univ,all 50,True,False,331,-0.0917,-3.6154,-0.1037,32,0.3438
leaderboard_rules,long_univ,all 50,True,False,332,0.0476,1.7742,-0.0269,24,0.4167
leaderboard_rules,long_univ,all 50,True,False,333,-0.0414,-1.964,-0.0773,24,0.4167
leaderboard_rules,long_univ,all 50,True,False,334,0.0344,0.9718,-0.044,22,0.4545
leaderboard_rules,long_univ,all 50,True,False,335,0.0855,2.1013,-0.0465,32,0.5625
leaderboard_rules,long_univ,all 50,True,False,336,-0.0311,-0.9436,-0.0576,28,0.4286
leaderboard_rules,long_univ,all 50,True,False,337,0.1492,5.0905,-0.0152,30,0.6
leaderboard_rules,long_univ,all 50,True,False,338,0.0267,0.9375,-0.0487,25,0.52
leaderboard_rules,long_univ,all 50,True,False,339,0.0113,0.3914,-0.08,28,0.3571
leaderboard_rules,long_univ,all 50,True,False,340,0.0949,2.5673,-0.0441,21,0.7143
leaderboard_rules,long_univ,all 50,True,False,341,-0.0411,-1.2751,-0.086,28,0.4643
leaderboard_rules,long_univ,all 50,True,False,342,0.0191,0.7408,-0.035,31,0.4194
leaderboard_rules,long_univ,all 50,True,False,343,0.1758,3.2989,-0.0464,25,0.56
leaderboard_rules,long_univ,all 50,True,False,344,-0.0092,-0.2678,-0.0501,24,0.5
leaderboard_rules,long_univ,all 50,True,False,345,0.0562,1.4109,-0.0518,29,0.6207
leaderboard_rules,long_univ,all 50,True,False,346,0.0194,0.7779,-0.0247,27,0.4815
leaderboard_rules,long_univ,all 50,True,False,347,0.0189,0.8995,-0.0174,32,0.5
leaderboard_rules,long_univ,all 50,True,False,348,-0.0163,-0.5092,-0.0502,28,0.4286
leaderboard_rules,long_univ,all 50,True,False,349,0.0038,0.2049,-0.0471,22,0.4091
leaderboard_rules,long_univ,all 50,True,False,350,0.0586,2.0755,-0.0326,29,0.5517
leaderboard_rules,long_univ,all 50,True,False,351,0.0083,0.3098,-0.0521,33,0.4848
leaderboard_rules,long_univ,all 50,True,False,352,0.0538,1.3668,-0.0616,31,0.5484
leaderboard_rules,long_univ,all 50,True,False,353,0.0334,1.3826,-0.0379,30,0.5333
leaderboard_rules,long_univ,all 50,True,False,354,0.0715,2.0271,-0.0289,19,0.6316
leaderboard_rules,long_univ,all 50,True,False,355,-0.0131,-0.3392,-0.0568,31,0.4516
leaderboard_rules,long_univ,all 50,True,False,356,0.0229,0.7892,-0.0703,31,0.5161
leaderboard_rules,long_univ,all 50,True,False,357,-0.0448,-2.416,-0.0596,25,0.44
leaderboard_rules,long_univ,all 50,True,False,358,0.0531,2.5559,-0.0186,20,0.55
leaderboard_rules,long_univ,all 50,True,False,359,0.0185,0.8161,-0.0309,27,0.4074
leaderboard_rules,long_univ,all 50,True,False,360,-0.0472,-1.7781,-0.0597,24,0.2917
leaderboard_rules,long_univ,all 50,True,False,361,0.0005,0.0746,-0.0433,37,0.4054
leaderboard_rules,long_univ,all 50,True,False,362,-0.068,-2.4397,-0.0855,33,0.3939
leaderboard_rules,long_univ,all 50,True,False,363,0.0566,2.2615,-0.0349,26,0.6154
leaderboard_rules,long_univ,all 50,True,False,364,-0.0221,-0.6598,-0.052,28,0.4643
leaderboard_rules,long_univ,all 50,True,False,365,-0.0263,-0.9763,-0.0541,32,0.4062
leaderboard_rules,long_univ,all 50,True,False,366,0.043,1.7169,-0.0365,28,0.4643
leaderboard_rules,long_univ,all 50,True,False,367,0.039,1.4269,-0.0289,25,0.52
leaderboard_rules,long_univ,all 50,True,False,368,0.103,3.3753,-0.0256,34,0.5588
leaderboard_rules,long_univ,all 50,True,False,369,0.0172,0.8117,-0.0312,27,0.4815
leaderboard_rules,long_univ,all 50,True,False,370,-0.0057,-0.1666,-0.0359,27,0.4815
leaderboard_rules,long_univ,all 50,True,False,371,-0.0001,0.0465,-0.0467,30,0.4333
leaderboard_rules,long_univ,all 50,True,False,372,0.0052,0.2186,-0.0964,26,0.5769
leaderboard_rules,long_univ,all 50,True,False,373,-0.0895,-3.1298,-0.0959,31,0.3548
leaderboard_rules,long_univ,all 50,True,False,374,0.01,0.3688,-0.0593,27,0.5185
leaderboard_rules,long_univ,all 50,True,False,375,0.0214,0.8264,-0.0356,24,0.5417
leaderboard_rules,long_univ,all 50,True,False,376,-0.0335,-0.9729,-0.065,26,0.3846
leaderboard_rules,long_univ,all 50,True,False,377,0.1173,3.0308,-0.0653,27,0.6296
leaderboard_rules,long_univ,all 50,True,False,378,0.0765,2.3583,-0.0366,24,0.5
leaderboard_rules,long_univ,all 50,True,False,379,0.0732,2.1704,-0.0518,26,0.5
leaderboard_rules,long_univ,all 50,True,False,380,-0.0065,-0.1366,-0.029,33,0.4242
leaderboard_rules,long_univ,all 50,True,False,381,-0.0237,-0.7734,-0.0446,31,0.4516
leaderboard_rules,long_univ,all 50,True,False,382,0.0517,1.7116,-0.0402,24,0.5833
leaderboard_rules,long_univ,all 50,True,False,383,0.0419,1.4958,-0.0412,29,0.4828
leaderboard_rules,long_univ,all 50,True,False,384,0.0186,0.6539,-0.0588,32,0.5
leaderboard_rules,long_univ,all 50,True,False,385,0.0145,0.5198,-0.0497,26,0.5385
leaderboard_rules,long_univ,all 50,True,False,386,-0.0071,-0.2884,-0.0566,29,0.3448
