run,agent,model,symbol,side,entry_date,exit_date,holding_days,pnl,pnl_pct,reason,confidence,position_usd
position_limit,"GPT-5.1, Prompt 3 — full decision procedure",GPT-5.1 (OpenAI API),CAT,long,2026-07-01,2026-07-02,1,-90.63,-0.0601,invalidation,0.83,1461.29
position_limit,"GPT-5.1, Prompt 3 — full decision procedure",GPT-5.1 (OpenAI API),HD,long,2026-06-25,2026-07-14,19,-14.48,-0.008,close,0.84,1452.42
position_limit,"GPT-5.1, Prompt 3 — full decision procedure",GPT-5.1 (OpenAI API),GE,long,2026-06-17,2026-07-17,30,-14.78,-0.0133,close,0.82,966.06
position_limit,"GPT-5.1, Prompt 3 — full decision procedure",GPT-5.1 (OpenAI API),LLY,long,2026-07-06,2026-07-17,11,-61.89,-0.0402,close,0.83,1468.42
position_limit,"GPT-5.1, Prompt 3 — full decision procedure",GPT-5.1 (OpenAI API),KO,long,2026-06-11,2026-07-20,39,-34.55,-0.022,close,0.83,1442.85
position_limit,"GPT-5.1, Prompt 3 — full decision procedure",GPT-5.1 (OpenAI API),META,long,2026-07-08,2026-07-24,16,-24.41,-0.0148,close,0.83,1454.8
position_limit,"GPT-5.1, Prompt 3 — full decision procedure",GPT-5.1 (OpenAI API),WFC,long,2026-07-16,2026-07-30,14,-69.85,-0.0383,close,0.84,1734.05
position_limit,"GPT-5.1, Prompt 3 — full decision procedure",GPT-5.1 (OpenAI API),PM,long,2026-07-21,2026-08-04,14,-46.06,-0.0302,close,0.83,1430.02
position_limit,"GPT-5.1, Prompt 3 — full decision procedure",GPT-5.1 (OpenAI API),ABBV,long,2026-06-23,2026-08-05,43,94.92,0.0678,close,0.84,1444.71
position_limit,"GPT-5.1, Prompt 3 — full decision procedure",GPT-5.1 (OpenAI API),GOOGL,long,2026-08-05,2026-08-11,6,-170.19,-0.0994,invalidation,0.84,1679.39
position_limit,"GPT-5.1, Prompt 3 — full decision procedure",GPT-5.1 (OpenAI API),BAC,long,2026-07-28,2026-08-21,24,-2.17,0.0005,close,0.83,1431.64
position_limit,"GPT-5.1, Prompt 3 — full decision procedure",GPT-5.1 (OpenAI API),NVDA,long,2026-08-07,2026-08-25,18,-69.07,-0.0474,close,0.82,1398.43
position_limit,"GPT-5.1, Prompt 3 — full decision procedure",GPT-5.1 (OpenAI API),ABT,long,2026-07-20,2026-08-26,37,187.63,0.1331,end_of_window,0.82,1433.01
position_limit,"GPT-5.1, Prompt 3 — full decision procedure",GPT-5.1 (OpenAI API),TMO,long,2026-07-31,2026-08-26,26,195.16,0.1052,end_of_window,0.84,1893.36
position_limit,"GPT-5.1, Prompt 3 — full decision procedure",GPT-5.1 (OpenAI API),XOM,long,2026-08-12,2026-08-26,14,4.1,0.0042,end_of_window,0.84,1874.02
position_limit,"GPT-5.1, Prompt 3 — full decision procedure",GPT-5.1 (OpenAI API),CRM,long,2026-08-24,2026-08-26,2,-22.16,-0.0134,end_of_window,0.84,1436.95
position_limit,Momentum rule (long only),,ORCL,long,2026-06-03,2026-06-04,1,-66.59,-0.0643,invalidation,0.85,1004.83
position_limit,Momentum rule (long only),,IBM,long,2026-06-02,2026-06-05,3,-62.37,-0.0604,invalidation,0.85,1000.0
position_limit,Momentum rule (long only),,AMD,long,2026-06-04,2026-06-05,1,-32.11,-0.0304,invalidation,0.85,992.97
position_limit,Momentum rule (long only),,ORCL,long,2026-06-05,2026-06-05,0,-53.99,-0.0525,invalidation,0.85,990.95
position_limit,Momentum rule (long only),,NOW,long,2026-06-08,2026-06-09,1,-74.07,-0.0738,invalidation,0.85,978.5
position_limit,Momentum rule (long only),,TMO,long,2026-06-10,2026-06-12,2,-28.71,-0.0276,close,0.85,969.72
position_limit,Momentum rule (long only),,IBM,long,2026-06-09,2026-06-15,6,-33.81,-0.0325,close,0.85,980.59
position_limit,Momentum rule (long only),,AMD,long,2026-06-23,2026-06-23,0,-4.97,-0.0031,invalidation,0.85,974.84
position_limit,Momentum rule (long only),,UNH,long,2026-06-15,2026-06-25,10,-2.05,-0.0001,close,0.85,967.35
position_limit,Momentum rule (long only),,WFC,long,2026-06-11,2026-06-30,19,11.51,0.0139,close,0.85,965.9
position_limit,Momentum rule (long only),,CAT,long,2026-06-16,2026-07-07,21,1.86,0.0039,close,0.85,967.16
position_limit,Momentum rule (long only),,AMD,long,2026-06-26,2026-07-08,12,-30.49,-0.0288,close,0.85,989.54
position_limit,Momentum rule (long only),,AXP,long,2026-06-18,2026-07-09,21,-25.46,-0.0243,close,0.85,968.86
position_limit,Momentum rule (long only),,JPM,long,2026-06-24,2026-07-09,15,-2.28,-0.0004,close,0.85,971.99
position_limit,Momentum rule (long only),,NOW,long,2026-07-08,2026-07-09,1,-41.07,-0.0409,invalidation,0.85,959.08
position_limit,Momentum rule (long only),,GE,long,2026-06-17,2026-07-10,23,12.22,0.0146,close,0.85,970.45
position_limit,Momentum rule (long only),,HD,long,2026-06-22,2026-07-10,18,26.04,0.0289,close,0.85,967.55
position_limit,Momentum rule (long only),,BKNG,long,2026-06-25,2026-07-10,15,-31.02,-0.0296,close,0.85,981.45
position_limit,Momentum rule (long only),,MRK,long,2026-06-30,2026-07-13,13,-44.57,-0.0436,close,0.85,977.4
position_limit,Momentum rule (long only),,ABBV,long,2026-06-29,2026-07-14,15,-26.39,-0.0279,close,0.85,883.57
position_limit,Momentum rule (long only),,IBM,long,2026-07-07,2026-07-14,7,-253.05,-0.2594,invalidation,0.85,969.01
position_limit,Momentum rule (long only),,NOW,long,2026-07-10,2026-07-16,6,-97.87,-0.1001,invalidation,0.85,959.38
position_limit,Momentum rule (long only),,GS,long,2026-07-15,2026-07-17,2,-82.49,-0.0868,invalidation,0.85,930.29
position_limit,Momentum rule (long only),,ADBE,long,2026-07-09,2026-07-23,14,34.21,0.0376,close,0.85,960.78
position_limit,Momentum rule (long only),,META,long,2026-07-13,2026-07-23,10,-78.13,-0.0801,invalidation,0.85,952.64
position_limit,Momentum rule (long only),,TMUS,long,2026-07-16,2026-07-23,7,-87.16,-0.0908,invalidation,0.85,940.56
position_limit,Momentum rule (long only),,ACN,long,2026-07-17,2026-07-24,7,-18.02,-0.0172,close,0.85,937.31
position_limit,Momentum rule (long only),,AMD,long,2026-07-22,2026-07-24,2,33.29,0.038,close,0.85,924.73
position_limit,Momentum rule (long only),,GS,long,2026-07-23,2026-07-29,6,-42.8,-0.0443,close,0.85,925.14
position_limit,Momentum rule (long only),,BAC,long,2026-06-12,2026-07-30,48,105.37,0.1113,close,0.85,965.24
position_limit,Momentum rule (long only),,ADBE,long,2026-07-30,2026-07-31,1,-35.64,-0.0363,invalidation,0.85,930.47
position_limit,Momentum rule (long only),,AAPL,long,2026-07-14,2026-08-03,20,-14.67,-0.0133,close,0.85,958.52
position_limit,Momentum rule (long only),,CVX,long,2026-07-20,2026-08-05,16,22.58,0.0263,close,0.85,930.19
position_limit,Momentum rule (long only),,XOM,long,2026-07-21,2026-08-06,16,30.6,0.035,close,0.85,929.33
position_limit,Momentum rule (long only),,ADBE,long,2026-08-06,2026-08-13,7,32.49,0.0372,close,0.85,924.41
position_limit,Momentum rule (long only),,MSFT,long,2026-07-31,2026-08-18,18,62.37,0.0701,close,0.85,917.03
position_limit,Momentum rule (long only),,ORCL,long,2026-08-04,2026-08-19,15,9.14,0.012,close,0.85,916.36
position_limit,Momentum rule (long only),,RTX,long,2026-08-03,2026-08-20,17,11.34,0.0144,close,0.85,912.66
position_limit,Momentum rule (long only),,NVDA,long,2026-08-13,2026-08-20,7,-30.37,-0.0298,close,0.85,956.87
position_limit,Momentum rule (long only),,BKNG,long,2026-07-29,2026-08-24,26,65.7,0.0733,close,0.85,922.3
position_limit,Momentum rule (long only),,NOW,long,2026-08-05,2026-08-26,21,16.78,0.0203,close,0.85,919.36
position_limit,Momentum rule (long only),,TMO,long,2026-07-24,2026-08-26,33,100.03,0.1118,end_of_window,0.85,912.16
position_limit,Momentum rule (long only),,ABT,long,2026-07-27,2026-08-26,30,86.47,0.0962,end_of_window,0.85,919.17
position_limit,Momentum rule (long only),,ACN,long,2026-07-28,2026-08-26,29,140.37,0.1557,end_of_window,0.85,914.5
position_limit,Momentum rule (long only),,CRM,long,2026-08-07,2026-08-26,19,54.8,0.076,end_of_window,0.85,740.95
position_limit,Momentum rule (long only),,MRK,long,2026-08-18,2026-08-26,8,105.87,0.1156,end_of_window,0.85,933.2
position_limit,Momentum rule (long only),,LLY,long,2026-08-19,2026-08-26,7,-44.3,-0.0453,end_of_window,0.85,938.07
position_limit,Momentum rule (long only),,CVX,long,2026-08-20,2026-08-26,6,-42.35,-0.0416,end_of_window,0.85,972.33
position_limit,Momentum rule (long only),,NFLX,long,2026-08-21,2026-08-26,5,11.45,0.0146,end_of_window,0.85,911.75
position_limit,Momentum rule (long only),,TSLA,long,2026-08-24,2026-08-26,2,-43.92,-0.0431,end_of_window,0.85,973.88
position_limit,Momentum rule (long only),,DIS,long,2026-08-26,2026-08-26,0,-16.14,-0.015,end_of_window,0.85,950.17
position_limit,Momentum rule (long and short),,ORCL,long,2026-06-03,2026-06-04,1,-66.59,-0.0643,invalidation,0.85,1004.83
position_limit,Momentum rule (long and short),,IBM,long,2026-06-02,2026-06-05,3,-62.37,-0.0604,invalidation,0.85,1000.0
position_limit,Momentum rule (long and short),,AMD,long,2026-06-04,2026-06-05,1,-32.11,-0.0304,invalidation,0.85,992.97
position_limit,Momentum rule (long and short),,ORCL,long,2026-06-05,2026-06-05,0,-53.99,-0.0525,invalidation,0.85,990.95
position_limit,Momentum rule (long and short),,NOW,long,2026-06-08,2026-06-09,1,-74.07,-0.0738,invalidation,0.85,978.5
position_limit,Momentum rule (long and short),,TMO,long,2026-06-10,2026-06-12,2,-28.71,-0.0276,close,0.85,969.72
position_limit,Momentum rule (long and short),,IBM,long,2026-06-09,2026-06-15,6,-33.81,-0.0325,close,0.85,980.59
position_limit,Momentum rule (long and short),,TSLA,short,2026-06-11,2026-06-15,4,-61.92,-0.062,invalidation,0.85,965.9
position_limit,Momentum rule (long and short),,AMD,long,2026-06-23,2026-06-23,0,-5.02,-0.0031,invalidation,0.85,984.47
position_limit,Momentum rule (long and short),,AMZN,short,2026-06-12,2026-06-30,18,21.29,0.0241,close,0.85,962.71
position_limit,Momentum rule (long and short),,ADBE,short,2026-06-15,2026-06-30,15,11.02,0.0134,close,0.85,962.15
position_limit,Momentum rule (long and short),,NOW,short,2026-06-16,2026-07-02,16,-32.84,-0.0323,close,0.85,957.58
position_limit,Momentum rule (long and short),,CRM,short,2026-06-18,2026-07-02,14,-67.49,-0.0672,close,0.85,973.71
position_limit,Momentum rule (long and short),,ACN,short,2026-06-22,2026-07-02,10,-104.87,-0.1058,invalidation,0.85,972.03
position_limit,Momentum rule (long and short),,CAT,long,2026-06-26,2026-07-02,6,-59.76,-0.0576,invalidation,0.85,1004.24
position_limit,Momentum rule (long and short),,NFLX,short,2026-06-24,2026-07-06,12,-61.26,-0.0604,close,0.85,980.85
position_limit,Momentum rule (long and short),,NOW,long,2026-07-08,2026-07-09,1,-40.71,-0.0409,invalidation,0.85,950.6
position_limit,Momentum rule (long and short),,GE,long,2026-06-25,2026-07-10,15,-29.85,-0.0283,close,0.85,986.91
position_limit,Momentum rule (long and short),,BKNG,long,2026-06-30,2026-07-10,10,-26.25,-0.0248,close,0.85,978.75
position_limit,Momentum rule (long and short),,MRK,long,2026-07-01,2026-07-13,12,-36.1,-0.0346,close,0.85,987.11
position_limit,Momentum rule (long and short),,ABBV,long,2026-06-29,2026-07-14,15,-29.15,-0.0279,close,0.85,975.79
position_limit,Momentum rule (long and short),,IBM,long,2026-07-07,2026-07-14,7,-248.48,-0.2594,invalidation,0.85,951.49
position_limit,Momentum rule (long and short),,NOW,long,2026-07-10,2026-07-16,6,-95.49,-0.1001,invalidation,0.85,935.98
position_limit,Momentum rule (long and short),,WMT,short,2026-07-02,2026-07-17,15,-69.21,-0.0698,close,0.85,963.17
position_limit,Momentum rule (long and short),,ADBE,long,2026-07-09,2026-07-23,14,33.42,0.0376,close,0.85,938.59
position_limit,Momentum rule (long and short),,META,long,2026-07-13,2026-07-23,10,-76.18,-0.0801,invalidation,0.85,928.94
position_limit,Momentum rule (long and short),,ACN,long,2026-07-17,2026-07-24,7,-17.81,-0.0172,close,0.85,926.27
position_limit,Momentum rule (long and short),,NOW,short,2026-07-23,2026-07-27,4,-29.87,-0.0309,invalidation,0.85,907.15
position_limit,Momentum rule (long and short),,IBM,short,2026-07-15,2026-07-29,14,-29.67,-0.0305,close,0.85,913.33
position_limit,Momentum rule (long and short),,ORCL,short,2026-06-17,2026-07-31,44,284.84,0.2989,close,0.85,958.51
position_limit,Momentum rule (long and short),,AAPL,long,2026-07-14,2026-08-03,20,-14.38,-0.0133,close,0.85,939.17
position_limit,Momentum rule (long and short),,NFLX,short,2026-07-20,2026-08-03,14,-61.89,-0.0651,close,0.85,920.99
position_limit,Momentum rule (long and short),,META,short,2026-07-31,2026-08-03,3,-43.35,-0.0709,invalidation,0.85,593.91
position_limit,Momentum rule (long and short),,CVX,long,2026-07-21,2026-08-05,15,1.49,0.0036,close,0.85,922.14
position_limit,Momentum rule (long and short),,XOM,long,2026-07-27,2026-08-06,10,5.07,0.0075,close,0.85,921.39
position_limit,Momentum rule (long and short),,TSLA,short,2026-07-24,2026-08-10,17,-18.76,-0.0183,close,0.85,921.86
position_limit,Momentum rule (long and short),,CAT,short,2026-07-16,2026-08-12,27,23.22,0.0271,close,0.85,924.36
position_limit,Momentum rule (long and short),,ADBE,long,2026-08-06,2026-08-13,7,31.35,0.0372,close,0.85,891.75
position_limit,Momentum rule (long and short),,AMD,long,2026-08-13,2026-08-14,1,6.92,0.0095,close,0.85,921.13
position_limit,Momentum rule (long and short),,AMZN,long,2026-08-10,2026-08-17,7,-30.52,-0.0313,close,0.85,917.94
position_limit,Momentum rule (long and short),,MSFT,long,2026-08-03,2026-08-18,15,8.46,0.0114,close,0.85,904.58
position_limit,Momentum rule (long and short),,ORCL,long,2026-08-04,2026-08-19,15,8.94,0.012,close,0.85,896.8
position_limit,Momentum rule (long and short),,NVDA,long,2026-08-12,2026-08-20,8,-12.58,-0.0121,close,0.85,891.23
position_limit,Momentum rule (long and short),,BKNG,long,2026-08-07,2026-08-24,17,8.87,0.0173,close,0.85,579.27
position_limit,Momentum rule (long and short),,NOW,long,2026-08-05,2026-08-26,21,16.27,0.0203,close,0.85,891.79
position_limit,Momentum rule (long and short),,TMO,long,2026-07-06,2026-08-26,51,207.4,0.2187,end_of_window,0.85,958.16
position_limit,Momentum rule (long and short),,ABT,long,2026-07-28,2026-08-26,29,67.14,0.0755,end_of_window,0.85,914.43
position_limit,Momentum rule (long and short),,ACN,long,2026-07-29,2026-08-26,28,88.79,0.0993,end_of_window,0.85,913.71
position_limit,Momentum rule (long and short),,CRM,long,2026-08-14,2026-08-26,12,11.23,0.0142,end_of_window,0.85,924.55
position_limit,Momentum rule (long and short),,DIS,long,2026-08-17,2026-08-26,9,25.9,0.031,end_of_window,0.85,892.88
position_limit,Momentum rule (long and short),,AMZN,short,2026-08-18,2026-08-26,8,-0.58,0.0013,end_of_window,0.85,891.17
position_limit,Momentum rule (long and short),,LLY,long,2026-08-19,2026-08-26,7,-42.33,-0.0453,end_of_window,0.85,896.35
position_limit,Momentum rule (long and short),,MRK,long,2026-08-20,2026-08-26,6,11.94,0.0154,end_of_window,0.85,892.62
position_limit,Momentum rule (long and short),,AVGO,short,2026-08-24,2026-08-26,2,14.53,0.0257,end_of_window,0.85,612.45
position_limit,Momentum rule (long and short),,NFLX,long,2026-08-26,2026-08-26,0,-8.48,-0.0072,end_of_window,0.85,922.89
